all_day,calendar_category_id,category,description,end_date,event_id,location,start_date,state,summary,url
True,27,Pre and Post-Elections,Louisiana general Post-Runoff Report due (if runoff held),,7751,Louisiana,2025-01-06,,LA Post-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-louisiana/
True,27,Pre and Post-Elections,Georgia general Post-Runoff Report due (if runoff held),,7802,Georgia,2025-01-02,,GA Post-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-general-georgia/
True,27,Pre and Post-Elections,Virgin Islands general Post-Runoff Report due (if runoff held),,7796,Virgin Islands,2024-12-19,,VI Post-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2022-reporting-dates/prior-notices-2022/election-report-notice-general-virgin-islands/
True,27,Pre and Post-Elections,Guam general Post-Runoff Report due (if runoff held),,7795,Guam,2024-12-19,,GU Post-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-general-guam/
False,32,Open Meetings,Public meeting of the Commission,,7518,FEC Hearing Room,2024-12-12T10:00:00-05:00,,Open Meeting,https://www.fec.gov/updates/december-12-2024-open-meeting/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7507,,2024-12-10,,Executive Session,https://www.fec.gov/updates/december-10-2024-executive-session/
True,36,Election Dates,Congressional general runoff election held in Louisiana (if necessary),,7851,Louisiana,2024-12-07,,LA General Runoff (C),
True,27,Pre and Post-Elections,California Senate Special Post-General Report due,,7465,California,2024-12-05,,CA/Senate Special Post-General Report due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2023-reporting-dates/special-election-report-notice-casen/
True,27,Pre and Post-Elections,The 30-day Post-General Report due,,7446,FEC,2024-12-05,,30G Post-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/pre-and-post-general-reports-2024/
True,27,Pre and Post-Elections,Wisconsin's 8th Congressional District Special Post-General Report due,,8024,Wisconsin,2024-12-05,,WI/08 Special Post-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-wi08/
True,27,Pre and Post-Elections,Special Post-General Report for TX/18 due (if no special runoff held),,8061,Texas,2024-12-05,,TX/18 Special Post-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-tx18/
True,36,Election Dates,Congressional general runoff election held in Georgia (if necessary),,7800,Georgia,2024-12-03,,GA General Runoff (C),
True,27,Pre and Post-Elections,Louisiana general Pre-Runoff Report due (if runoff is held),,7750,Louisiana,2024-11-25,,LA Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-louisiana/
True,27,Pre and Post-Elections,Georgia general Pre-Runoff Report due (if runoff held),,7801,Georgia,2024-11-21,,GA Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-general-georgia/
True,36,Election Dates,Congressional general runoff election held in Virgin Islands (if necessary),,7799,Virgin Islands,2024-11-19,,VI General Runoff (C),
True,36,Election Dates,Congressional general runoff election held in Guam  (if necessary),,7798,Guam,2024-11-19,,GU General Runoff (C),
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Louisiana congressional general runoff election (if runoff held). Ends on December 5.,,7678,Louisiana,2024-11-18,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
False,32,Open Meetings,Public meeting of the Commission,,7517,FEC Hearing Room,2024-11-14T10:00:00-05:00,,Open Meeting,https://www.fec.gov/updates/november-14-2024-open-meeting/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Georgia congressional general runoff election (if runoff held). Ends on December 1.,,7804,Georgia,2024-11-14,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7506,,2024-11-13,,Executive Session,https://www.fec.gov/updates/november-13-2024-executive-session/
True,27,Pre and Post-Elections,Guam general Pre-Runoff Report due (if runoff held),,7794,Guam,2024-11-07,,GU Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-general-guam/
True,27,Pre and Post-Elections,Virgin Islands general Pre-Runoff Report due (if runoff held),,7797,Virgin Islands,2024-11-07,,VI Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-general-virgin-islands/
True,36,Election Dates,"General election day for the U.S. President, U.S. House and 1/3 of the U.S. Senate",,7850,FEC,2024-11-05,,General Election,
True,36,Election Dates,Special general election for Texas' 18th Congressional District,,8057,Texas,2024-11-05,,TX/18 Special General Election,
True,36,Election Dates,Special general election for California Senate,,7462,California,2024-11-05,,CA/Senate Special General Election,
True,36,Election Dates,Special general election for Wisconsin's 8th Congressional District,,8027,Wisconsin,2024-11-05,,WI/08 Special General Election,
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the congressional general runoff elections (if runoff held) in Guam and Virgin Islands. Ends on November 17.,,7793,"GU, VI",2024-10-31,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
False,32,Open Meetings,Public meeting of the Commission,,7516,FEC Hearing Room,2024-10-30T10:00:00-04:00,,Open Meeting,https://www.fec.gov/updates/october-30-2024-open-meeting/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7505,,2024-10-29,,Executive Session,https://www.fec.gov/updates/october-29-2024-executive-session/
True,27,Pre and Post-Elections,"The 12-day Pre-General Report due for all general election candidates, many quarterly-filing PACs and parties, and all monthly filers.",,7445,FEC,2024-10-24,,12G Pre-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/pre-and-post-general-reports-2024/
True,27,Pre and Post-Elections,Texas' 18th Congressional District Special Pre-General Report due,,8060,Texas,2024-10-24,,TX/18 Special Pre-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-tx18/
True,27,Pre and Post-Elections,California Senate Special Pre-General Report due,,7464,California,2024-10-24,,CA/Senate Special Pre-General Report due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2023-reporting-dates/special-election-report-notice-casen/
True,27,Pre and Post-Elections,Wisconsin's 8th Congressional District Special Pre-General Report due,,8025,Wisconsin,2024-10-24,,WI/08 Special Pre-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-wi08/
True,26,Monthly,October Monthly Report due,,7444,FEC,2024-10-20,,October Monthly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-monthly-filers/#monthly-schedule
True,27,Pre and Post-Elections,New Jersey's 10th Congressional District Special Post-General Report due,,8012,New Jersey,2024-10-18,,NJ/10 Special Post-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-nj10/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the Wisconsin 8th Congressional District special general election. Ends on November 3, 2024.",,8021,Wisconsin,2024-10-17,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the California Senate special general election. Ends on November 3, 2024.",,7470,California,2024-10-17,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the general election. Ends on November 3.,,7452,FEC,2024-10-17,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-general-election-2024/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the Texas 18th Congressional District special general election. Ends on November 3, 2024.",,8059,Texas,2024-10-17,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
True,25,Quarterly,October Quarterly Report due,,7451,FEC,2024-10-15,,October Quarterly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-quarterly-filers/#quarterly-schedule
False,32,Open Meetings,Public meeting of the Commission,,7515,FEC Hearing Room,2024-10-10T10:00:00-04:00,,Open Meeting,https://www.fec.gov/updates/october-10-2024-open-meeting/
True,34,Roundtables,The FEC will host two webinars to assist political action committees (PACs) and party committees as they prepare to file their October Quarterly/Monthly and Pre- & Post-General Reports.,,8065,Online via Zoom,2024-10-09,,Reporting and FECFile Webinars for PACs & Party Committees,https://www.fec.gov/updates/fec-to-host-reporting-and-fecfile-webinars-in-september-and-october-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7504,,2024-10-08,,Executive Session,https://www.fec.gov/updates/october-08-2024-executive-session/
True,28,EC Periods,"Electioneering Communications period begins for the Louisiana congressional general runoff election (if runoff held). Ends on election day, December 7.",,7653,Louisiana,2024-10-08,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,28,EC Periods,"Electioneering communications period begins for the Georgia congressional general runoff election (if runoff held). Ends on election day, December 3.",,7803,Georgia,2024-10-04,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,23,AOs and Rules,"Comments due: Petition for rulemaking on Party Rules II Comments are due September 30, 2024, on the Commission's August 1, 2024, notice of availability of petition for rulemaking on Political Party Rules II.",,8056,,2024-09-30,,Comments due: Petition for rulemaking on Party Rules II,https://sers.fec.gov/fosers/showpdf.htm?docid=425434
True,34,Roundtables,The FEC will host two webinars to assist candidate committees as they prepare to file their October Quarterly and Pre- & Post-General Reports.,,8064,Online via Zoom,2024-09-25,,Reporting & FECFile Webinars for Candidate Committees,https://www.fec.gov/updates/fec-to-host-reporting-and-fecfile-webinars-in-september-and-october-2024/
True,26,Monthly,September Monthly Report due,,7443,FEC,2024-09-20,,September Monthly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-monthly-filers/#monthly-schedule
True,28,EC Periods,"Electioneering communications period begins for the congressional general runoff elections (if runoff held) in Guam and Virgin Islands. Ends on election day, November 19.",,7792,"GU, VI",2024-09-20,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
False,32,Open Meetings,Public meeting of the Commission,,7514,FEC Hearing Room,2024-09-19T10:00:00-04:00,,Open Meeting,https://www.fec.gov/updates/september-19-2024-open-meeting/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,8071,,2024-09-19,,Executive Session,https://www.fec.gov/updates/september-17-2024-executive-session/
False,23,AOs and Rules,Draft AO 2024-09 (Draft A) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-09 (Nanette Barragan and Barragan for Congress).,,8072,,2024-09-18T12:00:00-04:00,,Draft AO 2024-09 (Draft A),https://www.fec.gov/files/legal/aos/2024-09/202409.pdf
False,23,AOs and Rules,Draft AO 2024-10 (Draft A) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-10 (Alan Lowenthal).,,8074,,2024-09-18T12:00:00-04:00,,Draft AO 2024-10 (Draft A),https://www.fec.gov/files/legal/aos/2024-10/202410.pdf
False,23,AOs and Rules,Draft AO 2024-12 (Draft B) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-12 (Shaun McCutcheon).,,8076,,2024-09-18T12:00:00-04:00,,Draft AO 2024-12 (Draft B),https://www.fec.gov/files/legal/aos/2024-12/202412_1.pdf
False,23,AOs and Rules,Draft AO 2024-09 (Draft B) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-09 (Nanette Barragan and Barragan for Congress).,,8073,,2024-09-18T12:00:00-04:00,,Draft AO 2024-09 (Draft B),https://www.fec.gov/files/legal/aos/2024-09/202409._1pdf.pdf
False,23,AOs and Rules,Draft AO 2024-12 (Draft A) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-12 (Shaun McCutcheon).,,8075,,2024-09-18T12:00:00-04:00,,Draft AO 2024-12 (Draft A),https://www.fec.gov/files/legal/aos/2024-12/202412.pdf
True,36,Election Dates,Special general election for New Jersey's 10th Congressional District,,8009,New Jersey,2024-09-18,,NJ/10 Special General Election,
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7503,,2024-09-17,,Executive Session,https://www.fec.gov/updates/september-17-2024-executive-session/
False,34,Roundtables,The Commission will host a two-hour Independent Expenditures & Pre-Election Communications Webinar.,2024-09-11T15:00:00-04:00,8051,Online via Zoom,2024-09-11T13:00:00-04:00,,Independent Expenditures & Pre-Election Communications Webinar,https://www.fec.gov/updates/fec-to-host-september-11-independent-expenditures-and-pre-election-communications-webinar-2024/
True,36,Election Dates,Congressional primary election held in Delaware,,7581,Delaware,2024-09-10,,DE Primary (C),
True,36,Election Dates,Congressional primary election held in New Hampshire,,7582,New Hampshire,2024-09-10,,NH Primary (C),
True,36,Election Dates,Congressional primary election held in Rhode Island,,7583,Rhode Island,2024-09-10,,RI Primary (C),
True,28,EC Periods,"Electioneering communications period begins for the general election. Ends on election day, November 5.",,7453,FEC,2024-09-06,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-general-election-2024/
True,28,EC Periods,"60-day electioneering communications period begins for the Wisconsin 8th Congressional District special general election. Ends on election day, November 5, 2024.",,8023,Wisconsin,2024-09-06,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-special-elections-2024/
True,28,EC Periods,"60-day electioneering communications period begins for the California Senate special general election. Ends on election day, November 5, 2024.",,7467,California,2024-09-06,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-special-elections-2024/
True,28,EC Periods,"60-day electioneering communications period begins for the Texas 18th Congressional District special general election. Ends on election day, November 5, 2024.",,8058,Texas,2024-09-06,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-special-elections-2024/
True,27,Pre and Post-Elections,New Jersey's 10th Congressional District Special Pre-General Report due,,8011,New Jersey,2024-09-06,,NJ/10 Special Pre-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-nj10/
True,23,AOs and Rules,"Comments due-NPRM Admin Fines Program Expansion Comments are due September 3, 2024, on the Commission's August 1, 2024, notice of proposed rulemaking on the Administrative Fines Program Expansion.",,8054,,2024-09-03,,Comments due-NPRM Admin Fines Program Expansion,https://sers.fec.gov/fosers/showpdf.htm?docid=425395
True,23,AOs and Rules,"Comments due-NPRM Requirement to File Form 3-Z Comments are due September 3, 2024, on the Commission's August 1, 2024, notice of proposed rulemaking on Requirement to File FEC Form 3-Z.",,8055,,2024-09-03,,Comments due-NPRM Requirement to File Form 3-Z,https://sers.fec.gov/fosers/showpdf.htm?docid=425437
True,36,Election Dates,Congressional primary election held in Massachusetts,,7584,Massachusetts,2024-09-03,,MA Primary (C),
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the New Jersey 10th Congressional District special general election. Ends on September 16, 2024.",,8016,New Jersey,2024-08-30,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
False,23,AOs and Rules,Draft AO 2024-11 (Draft A) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-11 (Caroline Gleich).,,8069,,2024-08-29T12:00:00-04:00,,Draft AO 2024-11 (Draft A),https://saos.fec.gov/aodocs/202411.pdf
False,32,Open Meetings,Public meeting of the Commission,,7513,FEC Hearing Room,2024-08-29T10:00:00-04:00,,Open Meeting,https://www.fec.gov/updates/august-29-2024-open-meeting/
False,23,AOs and Rules,"Draft B AO 2024-07 Comments Due Written public comments are due today by 9:00am ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-07, Draft B (Team Graham).",,8070,,2024-08-29T09:00:00-04:00,,Draft B AO 2024-07 Comments Due,https://saos.fec.gov/aodocs/202407_1.pdf
True,27,Pre and Post-Elections,New Hampshire Pre-Primary Report due,,7763,New Hampshire,2024-08-29,,NH Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-new-hampshire/
True,27,Pre and Post-Elections,Delaware Pre-Primary Report due,,7734,Delaware,2024-08-29,,DE Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-delaware/
True,27,Pre and Post-Elections,Rhode Island Pre-Primary Report due,,7774,Rhode Island,2024-08-29,,RI Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-rhode-island/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,8066,,2024-08-29,,Executive Session,https://www.fec.gov/updates/august-27-2024-executive-session/
False,23,AOs and Rules,Draft AO 2024-06 (Draft B) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-06 (American Target Advertising and The Conservative Caucus).,,8067,,2024-08-28T12:00:00-04:00,,Draft AO 2024-06 (Draft B),https://www.fec.gov/files/legal/aos/2024-06/202406_1.pdf
False,23,AOs and Rules,Draft AO 2024-07 (Draft A) Written public comments are due today by (time) to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-07 (Team Graham).,,8068,,2024-08-28T12:00:00-04:00,,Draft AO 2024-07 (Draft A),https://www.fec.gov/files/legal/aos/2024-07/202407.pdf
True,36,Election Dates,Congressional primary runoff election held in Oklahoma  (if necessary),,7560,Oklahoma,2024-08-27,,OK Primary Runoff (C),
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7502,,2024-08-27,,Executive Session,https://www.fec.gov/updates/august-27-2024-executive-session/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in Delaware, New Hampshire and Rhode Island. Ends on September 8.",,7676,"DE, NH, RI",2024-08-22,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Massachusetts Pre-Primary Report due,,7754,Massachusetts,2024-08-22,,MA Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-massachusetts/
True,36,Election Dates,Congressional primary election held in Wyoming,,7580,Wyoming,2024-08-20,,WY Primary (C),
True,36,Election Dates,Congressional primary election held in Florida,,7579,Florida,2024-08-20,,FL Primary (C),
True,36,Election Dates,Congressional primary election held in Alaska,,7578,Alaska,2024-08-20,,AK Primary (C),
True,26,Monthly,August Monthly Report due,,7442,FEC,2024-08-20,,August Monthly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-monthly-filers/#monthly-schedule
True,23,AOs and Rules,AOR 2024-12 Written public comments are due today to the Office of General Counsel on Advisory Opinion Request 2024-12 (Shaun McCutcheon).,,8062,,2024-08-19,,AOR 2024-12,https://www.fec.gov/files/legal/aos/2024-12/202412R_1.pdf
True,27,Pre and Post-Elections,Oklahoma Pre-Runoff Report due (if runoff held),,7771,Oklahoma,2024-08-15,,OK Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-oklahoma/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Massachusetts congressional primary election. Ends on September 1.,,7675,Massachusetts,2024-08-15,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,8052,FEC Hearing Rooom,2024-08-15,,Executive Session,https://www.fec.gov/updates/august-13-2024-executive-session/
False,23,AOs and Rules,Draft AO 2024-06 (Draft A) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-06 (American Targeting Advertising and The Conservative Caucus).,,8063,,2024-08-14T12:00:00-04:00,,Draft AO 2024-06 (Draft A),https://www.fec.gov/files/legal/aos/2024-06/202406.pdf
True,36,Election Dates,Congressional primary election held in Wisconsin,,7577,Wisconsin,2024-08-13,,WI Primary (C),
True,36,Election Dates,Special primary election for Wisconsin's 8th Congressional District,,8028,Wisconsin,2024-08-13,,WI/08 Special Primary Election,
True,36,Election Dates,Congressional primary election held in Connecticut,,7574,Connecticut,2024-08-13,,CT Primary (C),
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7501,,2024-08-13,,Executive Session,https://www.fec.gov/updates/august-13-2024-executive-session/
True,36,Election Dates,Congressional primary election held in Minnesota,,7575,Minnesota,2024-08-13,,MN Primary (C),
True,36,Election Dates,Congressional primary election held in Vermont,,7576,Vermont,2024-08-13,,VT Primary (C),
True,23,AOs and Rules,AOR 2024-11 Written public comments are due today to the Office of General Counsel on Advisory Opinion Request 2024-11 (Caroline Gleich).,,8053,,2024-08-12,,AOR 2024-11,https://www.fec.gov/data/legal/advisory-opinions/2024-11/
True,28,EC Periods,"Electioneering communications period begins for the congressional primary elections in Delaware, New Hampshire and Rhode Island. Ends on election day, September 10.",,7651,"DE, NH, RI",2024-08-11,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,36,Election Dates,Congressional primary election held in Hawaii,,7573,Hawaii,2024-08-10,,HI Primary (C),
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Oklahoma congressional primary runoff election (if runoff held). Ends on August 25.,,7674,Oklahoma,2024-08-08,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Florida Pre-Primary Report due,,7736,Florida,2024-08-08,,FL Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-florida/
True,27,Pre and Post-Elections,Alaska Pre-Primary Report due,,7727,Alaska,2024-08-08,,AK Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-alaska/
True,27,Pre and Post-Elections,Wyoming Pre-Primary Report due,,7789,Wyoming,2024-08-08,,WY Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-wyoming/
True,36,Election Dates,Congressional primary election held in Kansas,,7569,Kansas,2024-08-06,,KS Primary (C),
True,36,Election Dates,Congressional primary election held in Washington,,7572,Washington,2024-08-06,,WA Primary (C),
True,36,Election Dates,Congressional primary election held in Missouri,,7571,Missouri,2024-08-06,,MO Primary (C),
True,36,Election Dates,Congressional primary election held in Michigan,,7570,Michigan,2024-08-06,,MI Primary (C),
True,28,EC Periods,"Electioneering communications period begins for the Massachusetts congressional primary election. Ends on election day, September 3.",,7650,Massachusetts,2024-08-04,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,36,Election Dates,Congressional primary election held in Guam,,7566,Guam,2024-08-03,,GU Primary (C),
True,36,Election Dates,Congressional primary election held in Virgin Islands,,7567,Virgin Islands,2024-08-03,,VI Primary (C),
True,23,AOs and Rules,AOR 2024-10 Comments Due Written public comments are due today to the Office of General Counsel on Advisory Opinion Request 2024-10 (Alan Lowenthal and Alan Lowenthal for Congress).,,8050,,2024-08-02,,AOR 2024-10 Comments Due,https://www.fec.gov/files/legal/aos/2024-10/202410R_1.pdf
True,27,Pre and Post-Elections,Minnesota Pre-Primary Report due,,7756,Minnesota,2024-08-01,,MN Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-minnesota/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in Alaska, Florida and Wyoming. Ends on August 18.",,7673,"AK, FL, WY",2024-08-01,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Connecticut Pre-Primary Report due,,7733,Connecticut,2024-08-01,,CT Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-connecticut/
True,36,Election Dates,Congressional primary election held in Tennessee,,7565,Tennessee,2024-08-01,,TN Primary (C),
True,27,Pre and Post-Elections,Vermont Pre-Primary Report due,,7783,Vermont,2024-08-01,,VT Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-vermont/
True,27,Pre and Post-Elections,Wisconsin Pre-Primary Report due,,7788,Wisconsin,2024-08-01,,WI Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-wisconsin/
True,27,Pre and Post-Elections,Wisconsin's 8th Congressional District Special Pre-Primary Report due,,8026,Wisconsin,2024-08-01,,WI/08 Special Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-wi08/
True,36,Election Dates,Congressional primary runoff election held in South Dakota (if necessary),,7554,South Dakota,2024-07-30,,SD Primary Runoff (C),
True,36,Election Dates,Congressional primary election held in Arizona,,7568,Arizona,2024-07-30,,AZ Primary (C),
